"countries","artist","artist_genres","tracks.track.name","artist_id","tracks.track.id","tracks.track.popularity","danceability","energy","key","loudness","speechiness","acousticness","liveness","valence","tempo"
"norway","Taylor Swift","pop","Don’t Blame Me","06HL4z0CvFAxyc27GXpf02","1R0a2iXumgCiFb7HEZ7gUE",83,0.615,0.534,9,-6.719,0.0386,0.106,0.0607,0.193,135.917
"norway","Karpe","hip hop","PAF.no","3X23gpg1vPacr0hBARyxtN","2coLAzVouJE4BC8lrKbDLk",66,0.827,0.421,8,-8.996,0.0609,0.824,0.164,0.703,98.041
"norway","Lizzo","pop","About Damn Time","56oDRnqbIiwx4mymNEv7dS","1PckUlxKqWQs3RlWXVBLw3",93,0.836,0.743,10,-6.305,0.0656,0.0995,0.335,0.722,108.966
"norway","Alesso","pop","Words (feat. Zara Larsson)","4AVFqumd2ogHFlRbKIjp1t","1bgKMxPQU7JIZEhNsM1vFs",80,0.739,0.586,10,-5.079,0.0472,0.0245,0.308,0.444,124.026
"norway","Kevin Lauren","rap","TANTE","0MVtdQmPsEozKSPjeLUyn1","56oWBEoaWwiyaPLe0PqB0k",67,0.782,0.836,4,-6.136,0.167,0.0494,0.235,0.678,139.986
"norway","Madeline The Person","gen z singer-songwriter","MEAN!","79GARbspzW3V7Kb07hTLoY","0KQRhak4Irr2CKxgQ9U6ay",79,0.56,0.436,7,-8.761,0.491,0.918,0.093,0.402,117.907
"norway","Kanye West","rap","True Love","5K4W6rqBFWDnAN6FQUkS6x","06JvOZ39sK8D8SqiqfaxDU",83,0.712,0.861,5,-5.487,0.25,0.0182,0.511,0.388,84.042
"norway","Hagle","rap","Hol i potta","4gDfRB8znZzXih7iQ3pGeW","1fl1aY5bCIv0cin4a2YadF",59,0.677,0.663,8,-6.62,0.186,0.0533,0.0608,0.765,179.897
"norway","Ramón","pop","ok jeg lover","5r6ViSL3nacDRVBtnXlixL","6xb3ooLtkGkl4j1rGPmGKz",65,0.55,0.392,6,-9.524,0.0909,0.41,0.149,0.484,80.076
"norway","Synne Vo","indie","Lykke te","5WDOXIkjKNjEzlXmLgZVz9","4vXBW2z1uXXyMvCkDG6c5Z",53,0.718,0.699,3,-3.655,0.0413,0.0933,0.0737,0.561,120.891
"norway","Ballinciaga","pop","Hot Boy Summer (Daydream 2022)","7GgWpPrcNYH90st7I3nJtv","4rU71m6Drus4eG3S4AQu3e",63,0.824,0.62,4,-4.602,0.187,0.111,0.135,0.699,121.987
"norway","Camila Cabello","pop","Bam Bam (feat. Ed Sheeran)","4nDoRrQiYLoBzwC5BhVJzF","2DB4DdfCFMw1iaR6JaR03a",83,0.756,0.697,8,-6.377,0.0401,0.182,0.333,0.956,94.996
"norway","Makosir","rap","Holder igjen","0G7lEqLdSyAiUGMB1P9nsh","1QrKkPNEmTyjKF2UsVuBe2",58,0.775,0.617,10,-6.183,0.0461,0.117,0.115,0.401,126.102
"norway","Ballinciaga","pop","Loud Luxury 2022","7GgWpPrcNYH90st7I3nJtv","3IVkcYvMiqvRKa4ip0E7a8",64,0.845,0.664,8,-3.853,0.0924,0.0544,0.133,0.67,119.972
"norway","Glass Animals","pop","Heat Waves","4yvcSjfu4PC0CYQyLy4wSq","02MWAaffLxlfxAUY7c5dvx",89,0.761,0.525,11,-6.9,0.0944,0.44,0.0921,0.531,80.87
"norway","Calvin Harris","pop","Potion (with Dua Lipa & Young Thug)","7CajNmpbOovFoOoasH2HaY","7fYRg3CEbk6rNCuzNzMT06",83,0.824,0.697,11,-4.869,0.0473,0.158,0.077,0.757,99.988
"norway","Alan Walker","electro house","The Drum","7vk5e3vY1uw9plTHJAMwjN","1zOOl8f7qkjj0AmvlCfLyQ",74,0.783,0.762,6,-4.727,0.0507,0.158,0.092,0.33,127.993
"norway","Post Malone","rap","Cooped Up (with Roddy Ricch)","246dkjvS1zLTtiykXe5h60","7DwcBgdzqhFJltEaV1XF81",87,0.669,0.773,0,-5.619,0.153,0.038,0.113,0.377,93.923
"norway","Jack Harlow","hip hop","First Class","2LIk90788K0zvyj2JJVwkJ","0wHFktze2PHC5jDt3B17DC",84,0.902,0.582,5,-5.902,0.109,0.111,0.111,0.332,107.005
"norway","Tom Odell","pop","Another Love","2txHhyCwHjUEpJjWrEyqyX","7jtQIBanIiJOMS6RyCx6jZ",54,0.442,0.538,4,-8.55,0.0451,0.717,0.09,0.139,122.758
"norway","Ramón","pop","17.mai","5r6ViSL3nacDRVBtnXlixL","1CKzgcXfVsQwfoWA8Ft048",64,0.651,0.678,10,-9.023,0.0958,0.477,0.157,0.237,119.816
"norway","Panic! At The Disco","other","House of Memories","20JZFwl6HVl6yg8a4H3ZqK","2DgdHcjWmO3qd50RzuBLgZ",87,0.506,0.817,11,-5.051,0.0335,0.00272,0.0486,0.506,109.952
"norway","Cezinando","hip hop","Kokt a la mode","504cl42JQLRqlZddfZ3S4z","5W0vXbzlhGs8j0AEFs4P7p",54,0.615,0.316,1,-9.659,0.0415,0.725,0.124,0.521,132.27
"norway","Chris Holsten","indie","Sla hjerte, sla","63Dir7MyAhpGcHU3rOh3uF","6qMf3eqbmToDXj7LixyK1w",62,0.641,0.46,10,-8.695,0.0336,0.464,0.113,0.568,135.744
"norway","Elton John","other","Cold Heart - PNAU Remix","3PhoLpVuITZKcymswpck5b","6JIC3hbC28JZKZ8AlAqX8h",84,0.795,0.8,1,-6.32,0.0309,0.0354,0.0915,0.934,116.032
"norway","Yung Slippy","other","Lekeland 2022","5q2b2XIdrnuvoT7hAZqWws","03OkFJQvdweiwzZcPPsQ23",62,0.81,0.835,11,-4.169,0.199,0.00164,0.152,0.757,115.984
"norway","Subwoolfer","other","Give That Wolf A Banana","633Va8wlM3hrqQ4xjqRfOf","50Cf2eYv8zT3v2HAkwhIiL",77,0.737,0.526,7,-10.101,0.0411,0.2,0.0884,0.554,124.075
"norway","Lauren Spencer-Smith","alt z","Flowers","79AyR6ATpj2LTPxfb6FX50","6Z165JvPnS8PYvGW8oLGLc",82,0.684,0.449,3,-9.738,0.611,0.869,0.0881,0.341,66.165
"norway","Kygo","edm","Dancing Feet (feat. DNCE)","23fqKkggKUBHNkbKtXEls4","4RAR8g8fZNB106ezUurnE0",81,0.75,0.797,0,-4.826,0.118,0.293,0.392,0.523,105.949
"norway","Harry Styles","pop","Matilda","6KImCVD70vtIoJWnq6nGn3","6uvh0In7u1Xn4HgxOfAn8O",90,0.507,0.294,2,-10,0.04,0.896,0.0966,0.386,114.199
"norway","Elley Duhé","alt z","MIDDLE OF THE NIGHT","67MNhiAICFY6Pwc2YxCO0K","58HvfVOeJY7lUuCqF0m3ly",92,0.41,0.611,4,-8.271,0.0467,0.0228,0.116,0.0899,185.727
"norway","Aiba","rap","Sympati","6Lu4e8FvAWcp1S5BVoDLjJ","2XAup2iHm6t3UK4Hsjkkwy",62,0.554,0.431,6,-8.867,0.0363,0.648,0.145,0.163,123.832
"norway","Farruko","latin","Pepas","329e4yvIujISKGKz1BZZbO","2B4GHvToeLTOBB4QLzW3Ni",78,0.762,0.766,7,-3.955,0.0343,0.00776,0.128,0.442,130.001
"norway","Maneskin","indie","SUPERMODEL","0lAWpj5szCSwM4rUMHYmrr","63WuQOXohQIxOxIFA2K7bR",84,0.636,0.876,7,-3.413,0.0555,0.00164,0.117,0.799,120.983
"norway","Sportsalleen","russelater","Suksé 2022 (Hjemmesmack)","7fOtaGYi9Mrft9xjRXqRAA","0gG0dF1yexUsE8OO7mq8Kn",63,0.856,0.824,9,-6.538,0.159,0.0126,0.22,0.903,121.022
"norway","Capow x 2G","pop","31 Etasje","1aNuhjKCoAQGBnIiyCGI3a","1g6pAG1re0AKUO26JJpZJ8",62,0.754,0.657,0,-8.469,0.138,0.144,0.152,0.468,98.075
"norway","Halva Priset","pop","Den fineste Chevy'n (feat. Maria Mena)","05XcYmdt6oIP0URKWYnyWk","2Y7npn076wSZJgH8HVr2B2",60,0.619,0.538,6,-9.63,0.0546,0.141,0.265,0.363,90.911
"norway","Harry Styles","pop","Little Freak","6KImCVD70vtIoJWnq6nGn3","3i058E8uxTsYqJ5NWZzqSj",89,0.559,0.535,3,-7.723,0.039,0.719,0.0954,0.402,141.96
"netherlands","Harry Styles","pop","As It Was","6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e",91,0.52,0.731,6,-5.338,0.0557,0.342,0.311,0.662,173.93
"netherlands","James Hype","pop","Ferrari","43BxCL6t4c73BQnIJtry5v","4zN21mbAuaD0WqtmaTZZeP",81,0.847,0.69,1,-7.877,0.0493,0.0127,0.0526,0.692,125.004
"netherlands","Idaly","hip hop","Amazin'","1EYdbYpGAuJy6uZo4sVMoM","0h09eYhmViqa1Uxkil7yza",69,0.867,0.695,8,-4.495,0.0726,0.0501,0.0876,0.762,100.022
"netherlands","Kate Bush","pop","Running Up That Hill (A Deal With God)","1aSxMhuvixZ8h9dK9jIDwL","75FEaRjZTKLhTrFGsfMUXR",84,0.629,0.547,10,-13.123,0.055,0.72,0.0604,0.197,108.375
"netherlands","$hirak","hip hop","Als Je Bij Me Blijft","1uUuCEXmWpKN2YLl5xSoT2","5R7KyW1qVi1CHzZiB4ALFs",71,0.94,0.918,2,-7.416,0.234,0.0775,0.0918,0.652,129.997
"netherlands","Kris Kross Amsterdam","dutch house","Vanavond (Uit M'n Bol)","4LcUpNlXFEleaLlelmkv2R","0gq4UgDPGFdqpsWshU7dmv",73,0.799,0.705,0,-7.582,0.0698,0.0554,0.426,0.88,106.979
"netherlands","Camila Cabello","pop","Bam Bam (feat. Ed Sheeran)","4nDoRrQiYLoBzwC5BhVJzF","2DB4DdfCFMw1iaR6JaR03a",83,0.756,0.697,8,-6.377,0.0401,0.182,0.333,0.956,94.996
"netherlands","Zoë Tauran","other","Solo","5fg02ZNJViLdPyxJnRdcsi","7ei5RfilwI6o46e162cDuA",70,0.529,0.437,5,-8.687,0.191,0.323,0.0912,0.549,147.314
"netherlands","S10","pop","De Diepte","1zT9SWCzN45r7oVhy0VYLK","7uQ7e7nzbtyX87eIYHpj6Z",78,0.502,0.397,2,-8.819,0.0282,0.378,0.143,0.159,90.043
"netherlands","Fmg","hip hop","Boot","2cZwVNd4sK0CCJ6BqY7U9H","5DhLsu431rudt8PENvUDao",67,0.827,0.638,11,-3.163,0.383,0.481,0.093,0.474,98.881
"netherlands","Benson Boone","pop","In The Stars","22wbnEMDvgVIAGdFeek6ET","1ei3hzQmrgealgRKFxIcWn",86,0.362,0.54,10,-6.031,0.0528,0.338,0.139,0.3,78.007
"netherlands","FLEMMING","pop","Automatisch","0YLlTW9rW7ZCy2cA2u3RYk","6mMVJJkpzL5r9OyqX7VzBk",41,0.804,0.634,11,-5.636,0.0588,0.032,0.192,0.852,122.096
"netherlands","Antoon","pop","Hallo","5sBoNBXFMzoZjgHLbQueeG","07wa4OYLExaJjgHWtdzniV",46,0.775,0.712,9,-6.376,0.0287,0.0488,0.187,0.887,120.022
"netherlands","Imanbek","pop","Belly Dancer","5rGrDvrLOV2VV8SCFVGWlj","7fZBQnc0zXwVybgCIrQQil",83,0.845,0.797,1,-4.984,0.139,0.0582,0.167,0.422,121.985
"netherlands","Willy William","francoton","Trompeta","4RSyJzf7ef6Iu2rnLdabNq","181AxLRTyYh9WUxEjmJt1Y",59,0.64,0.863,7,-3.864,0.0321,0.0152,0.301,0.36,128.042
"netherlands","Lizzo","pop","About Damn Time","56oDRnqbIiwx4mymNEv7dS","1PckUlxKqWQs3RlWXVBLw3",93,0.836,0.743,10,-6.305,0.0656,0.0995,0.335,0.722,108.966
"netherlands","Antoon","pop","Hotelschool","5sBoNBXFMzoZjgHLbQueeG","6yv54xH6fZONDqajlDynO1",45,0.789,0.668,11,-5.501,0.035,0.0573,0.154,0.963,131.009
"netherlands","Esko","hip hop","Klokken En Stenen","0rQ69yrbz7CeUmXUn1beIj","3yTAnIv3fmOOZXdJ5vh9mA",62,0.784,0.513,10,-8.248,0.205,0.212,0.131,0.363,92.919
"netherlands","Kris Kross Amsterdam","dutch house","Vluchtstrook","4LcUpNlXFEleaLlelmkv2R","63JrADDfrcjOaI6lyVkN3c",72,0.73,0.771,6,-6.973,0.0534,0.0321,0.127,0.689,159.979
"netherlands","Harry Styles","pop","Late Night Talking","6KImCVD70vtIoJWnq6nGn3","1qEmFfgcLObUfQm0j1W2CK",93,0.714,0.728,10,-4.595,0.0468,0.298,0.106,0.901,114.996
"netherlands","Donnie","hip hop","Bieber Van De Kroeg","2ylIKKdMukkuprCgY4ZDFE","0RRTQ89tQcyQG2hf54N8fz",37,0.748,0.693,7,-8.332,0.0897,0.0282,0.0791,0.406,110.025
"netherlands","Trobi","edm","Okee Shordy","0MBLQbpbPvJ4oXM0Cj4aKR","4RCKxit6c2kl7dwJPKT3hc",65,0.855,0.698,8,-5.818,0.122,0.238,0.0843,0.723,126.087
"netherlands","Sigourney K","pop","100 SMSjes","0JgazfmeUqlV0HSXvs7kvj","4MA4LxSsJRbj4axg1uTi2n",69,0.785,0.656,2,-5.719,0.0798,0.0299,0.237,0.652,130.009
"netherlands","Broederliefde","hip hop","Bikini","5GvMLzUp6tMBpaCbr903RN","2yqSgr8sMvM0jlFj4Aqx7B",59,0.527,0.764,10,-4.825,0.486,0.00618,0.0749,0.481,189.583
"netherlands","Suzan & Freek","pop","Honderd Keer","77IW5ZK1smDQYYKDCQugXh","35i2wSWfDTxxBMUCNnmosW",70,0.691,0.612,5,-7.542,0.0362,0.0551,0.255,0.606,116.033
"netherlands","David Guetta","big room","Crazy What Love Can Do","1Cs0zKBU1kc0i8ypK3B9ai","1WCEAGGRD066z2Q89ObXTq",84,0.601,0.713,4,-3.758,0.0449,0.0282,0.158,0.464,122.872
"netherlands","George Ezra","pop","Anyone For You (Tiger Lily)","2ysnwxxNtSgbb9t1m2Ur4j","5iFQfP3AqVnHHS89LKQisL",80,0.662,0.807,10,-3.285,0.0411,0.293,0.189,0.772,103.031
"netherlands","Jax Jones","pop","Where Did You Go? (feat. MNEK)","4Q6nIcaBED8qUel8bBx6Cr","3sa06xVNmLLYIxdNNmVQN8",85,0.763,0.782,7,-4.541,0.0346,0.182,0.293,0.502,127.034
"netherlands","Maneskin","indie","SUPERMODEL","0lAWpj5szCSwM4rUMHYmrr","63WuQOXohQIxOxIFA2K7bR",84,0.636,0.876,7,-3.413,0.0555,0.00164,0.117,0.799,120.983
"netherlands","La Fuente","edm","I Want You","0vhJymgsCubfAfFjEGVsoD","4s8BpmFtxDgeCoPj2XHtVj",59,0.778,0.816,8,-8.331,0.0497,0.0607,0.121,0.29,124.997
"netherlands","Jack Harlow","hip hop","First Class","2LIk90788K0zvyj2JJVwkJ","0wHFktze2PHC5jDt3B17DC",84,0.902,0.582,5,-5.902,0.109,0.111,0.111,0.332,107.005
"netherlands","RONDÉ","indie","Love Myself","4hj9dun9KpnBukLv7Hgfkr","0iBWf9gz65kHxuQkZkrNUc",66,0.672,0.725,1,-3.716,0.0393,0.2,0.0709,0.784,173.925
"netherlands","Cristian D","hip hop","Amsterdam","1uBw9o9xJfe2H3geRocQq4","1YR7VB3xx85Iad2n3soyMb",71,0.908,0.52,0,-7.688,0.0782,0.0457,0.109,0.81,134.046
"netherlands","Boef","hip hop","Excuseer","0Jsk5iYMr5aNjHury7blm1","0PrxviwWNPOUJunvL9LkTI",61,0.751,0.612,6,-5.9,0.272,0.157,0.18,0.637,96.103
"netherlands","FLEMMING","pop","Amsterdam","0YLlTW9rW7ZCy2cA2u3RYk","7lP1zUASWfS5TLBdQDj3DA",52,0.648,0.637,10,-8.531,0.0584,0.287,0.263,0.736,170.124
"netherlands","Tom Odell","pop","Another Love","2txHhyCwHjUEpJjWrEyqyX","7jtQIBanIiJOMS6RyCx6jZ",54,0.442,0.538,4,-8.55,0.0451,0.717,0.09,0.139,122.758
"netherlands","FLEMMING","pop","Zij Wil Mij","0YLlTW9rW7ZCy2cA2u3RYk","01F3XjTDNiB5v3hfAPi7qT",53,0.805,0.466,9,-8.644,0.181,0.151,0.102,0.691,114.9
"netherlands","Glass Animals","pop","Heat Waves","4yvcSjfu4PC0CYQyLy4wSq","02MWAaffLxlfxAUY7c5dvx",89,0.761,0.525,11,-6.9,0.0944,0.44,0.0921,0.531,80.87
"netherlands","Fireboy DML","dancehall","Peru","75VKfyoBlkmrJFDqo1o2VY","4hJhHbkhZFnxmWbAkZRoe0",73,0.956,0.417,7,-7.892,0.0926,0.572,0.0782,0.714,108.015
"netherlands","Sigala","pop","Melody","1IueXOQyABrMOprrzwQJWN","6Owc2SuzwO3LW1SAODYK3l",78,0.63,0.91,10,-2.681,0.058,0.0231,0.125,0.525,123.017
"netherlands","Lauren Spencer-Smith","alt z","Fingers Crossed","79AyR6ATpj2LTPxfb6FX50","3yMC1KsTwh0ceXdIe4QQAQ",83,0.56,0.473,5,-7.23,0.0533,0.618,0.31,0.441,109.414
"netherlands","MEAU","pop","Dat heb jij gedaan","2F3Mdh2idBVOiMTxXoxc10","4wn7cO2iHlWueXGDd4gH9g",66,0.69,0.274,0,-12.923,0.051,0.845,0.12,0.663,131.704
"netherlands","Tiësto","big room","The Motto","2o5jDhtHVPhrJdv3cEQ99Z","18asYwWugKjjsihZ0YvRxO",90,0.754,0.763,7,-4.627,0.0435,0.0301,0.0901,0.464,117.953
"netherlands","Elton John","other","Cold Heart - PNAU Remix","3PhoLpVuITZKcymswpck5b","6JIC3hbC28JZKZ8AlAqX8h",84,0.795,0.8,1,-6.32,0.0309,0.0354,0.0915,0.934,116.032
"netherlands","Antoon","pop","Tantoe Lekker","5sBoNBXFMzoZjgHLbQueeG","3KC0g7hlWlTtEMPxJnWCbp",44,0.868,0.47,6,-6.301,0.104,0.119,0.097,0.571,95.048
"netherlands","Purple Disco Machine","deep house","In The Dark","2WBJQGf1bT1kxuoqziH5g4","75UUG6x5zQe0gCVOiQpa6X",75,0.691,0.763,6,-5.628,0.0464,0.0405,0.0783,0.771,115.936
"netherlands","The Kid LAROI","hip hop","Thousand Miles","2tIP7SsRs7vjIcLrU85W8J","1r8ZCjfrQxoy2wVaBUbpwg",87,0.376,0.657,7,-4.658,0.0768,0.0858,0.0884,0.203,80.565
"netherlands","Lost Frequencies","edm","Where Are You Now","7f5Zgnp2spUuuzKplmRkt7","3uUuGVFu1V7jTQL60S1r8z",90,0.671,0.636,6,-8.117,0.103,0.515,0.172,0.262,120.966
"netherlands","Harry Styles","pop","Music For a Sushi Restaurant","6KImCVD70vtIoJWnq6nGn3","5LYMamLv12UPbemOaTPyeV",90,0.72,0.715,11,-4.652,0.04,0.258,0.107,0.357,107.041
"netherlands","Harry Styles","pop","Matilda","6KImCVD70vtIoJWnq6nGn3","6uvh0In7u1Xn4HgxOfAn8O",90,0.507,0.294,2,-10,0.04,0.896,0.0966,0.386,114.199
"ukraine","KALUSH","hip hop","Stefania (Kalush Orchestra)","46rVVJwHWNS7C7MaWXd842","2vHzOWRKYPLu8umRPIFuOq",80,0.832,0.817,2,-5.182,0.0422,0.145,0.115,0.324,104.985
"ukraine","shadowraze","russian drain","showdown","0TO6y1x0LQodwBnxGtQu9o","48fzAdCxamFYCHNXXLk6zn",69,0.714,0.63,6,-11.098,0.129,0.0355,0.0922,0.378,114.945
"ukraine","KALUSH","hip hop","<U+0414><U+043E><U+0434><U+043E><U+043C><U+0443> (feat. Skofka)","46rVVJwHWNS7C7MaWXd842","7kKTYTHULdERuHGCkVyLVD",60,0.859,0.548,5,-7.831,0.0432,0.455,0.0967,0.647,119.985
"ukraine","<U+041C><U+044E><U+0441><U+043B><U+0456> UA","other","<U+0412><U+043E><U+0432><U+0430>, <U+0457><U+0431><U+0430><U+0448> <U+0457><U+0445> <U+0431><U+043B><U+044F><U+0442><U+044C>","2QlTrbyPWbGWNmeDCp7QNR","1K2ORdYBMvi5h4FvQn5hpX",60,0.863,0.79,8,-5.592,0.252,0.0733,0.128,0.71,119.985
"ukraine","<U+0428><U+0430><U+0439><U+043D><U+0438>","russian drain","Yeyo!","7gR1vQmVN37aNtYDE21Bae","4jvw60Iw8LpSRJwy1sOmoB",62,0.716,0.8,9,-9.417,0.0618,0.0988,0.116,0.436,138.01
"ukraine","<U+041A><U+043E><U+0440><U+0435><U+0448>","other","<U+0433><U+043B><U+0430><U+0437><U+0430> <U+043D><U+0435> <U+0432><U+0440><U+0443><U+0442>","4JMt9C71qFOVZRzXj209Cp","4ikCWgaaGLKgb724CUNnqZ",57,0.841,0.452,1,-8.04,0.159,0.873,0.0979,0.392,119.982
"ukraine","shadowraze","russian drain","astral step","0TO6y1x0LQodwBnxGtQu9o","47iHvzU9Po0e6raFlgLBOF",66,0.795,0.624,7,-7.245,0.292,0.0131,0.102,0.693,95.018
"ukraine","PLAYAMANE","other","MIDNIGHT","13itspgSHkUbOq03AhIyjS","2WzAAerBvZvvFXgUpSwHZ9",68,0.633,0.433,1,-8.833,0.229,0.0053,0.145,0.373,122.088
"ukraine","Chico","other","<U+0414><U+043E><U+043F><U+043E><U+043C><U+043E><U+0436><U+0435> <U+0417><U+0421><U+0423>","1nfldcDRGChHzFqBJpI472","5mGns7qagKDzP4L2YC5ea2",57,0.94,0.79,7,-5.661,0.27,0.24,0.241,0.387,125.011
"ukraine","Dxrk <U+30C0>—<U+30AF>","other","RAVE","5TvFfw1MgSntdU9A7yncyA","01kfSdF9zfcDLri5sSWEoL",82,0.716,0.748,8,-6.06,0.0356,0.235,0.114,0.338,119.918
"ukraine","KALUSH","hip hop","<U+041A><U+0430><U+043B><U+0443><U+0441><U+044C><U+043A><U+0456> <U+0432><U+0435><U+0447><U+043E><U+0440><U+043D><U+0438><U+0446><U+0456> (feat. Tember Blanche)","46rVVJwHWNS7C7MaWXd842","6keRNvHKCOhmySQa1jCX8P",59,0.836,0.721,7,-6.449,0.124,0.0796,0.121,0.474,119.946
"ukraine","MoonDeity","other","NEON BLADE","5ja9cfKWW8Zj9aloyK8WuY","56aUyjq8nTiqcfPD5qBLfm",42,0.548,0.996,7,-2.169,0.113,0.0284,0.595,0.893,95.002
"ukraine","zxcursed","other","never enough","53fwP60M1QNPDiXALVMeOs","48jRCynldeK3WQbvd3jr73",63,0.653,0.834,0,-6.357,0.236,0.0228,0.297,0.558,131.966
"ukraine","WENARO","russian drain","<U+041B><U+0451><U+0434>","4MbzUyEgKb5gSYXojwG7u5","7D8k995g6jdie4NF1E7Tpu",64,0.636,0.794,8,-7.867,0.0642,0.169,0.161,0.953,172.088
"ukraine","Ed Sheeran","pop","2step (feat. Antytila)","6eUKZXaKkcviH0Ku9w2n3V","5HfA6KNvluQJSbrgrv3gh3",38,0.506,0.695,4,-5.185,0.105,0.235,0.151,0.599,93.75
"ukraine","Kate Bush","pop","Running Up That Hill (A Deal With God)","1aSxMhuvixZ8h9dK9jIDwL","75FEaRjZTKLhTrFGsfMUXR",84,0.629,0.547,10,-13.123,0.055,0.72,0.0604,0.197,108.375
"ukraine","KALUSH","hip hop","<U+0417><U+043E><U+0440>i","46rVVJwHWNS7C7MaWXd842","7mXxcF1nFQvcvANuYwdrv2",56,0.745,0.588,3,-3.742,0.0436,0.0785,0.115,0.695,140.026
"ukraine","zxcursed","other","killua","53fwP60M1QNPDiXALVMeOs","60PINd8oHZjazE0J9cuKcA",58,0.591,0.703,11,-5.807,0.0684,0.000291,0.309,0.705,122.031
"ukraine","V $ X V PRiNCE","hip hop","<U+0421><U+0443><U+0435><U+0442><U+0430>","43cTNOHTq4t7YzHyttQxNf","5oDzu4mpi13XnbBteabhYF",48,0.755,0.647,6,-7.339,0.127,0.297,0.112,0.341,100.051
"ukraine","Mr.Kitty","weirdcore","After Dark","0pWwt5vGNzezEhfAcc420Y","0zCgWGmDF0aih5qexATyBn",75,0.579,0.601,8,-10.492,0.0322,0.0673,0.0778,0.0392,140.019
"ukraine","KALUSH","hip hop","<U+0424><U+0430><U+0439><U+043D><U+0430> (feat. Skofka)","46rVVJwHWNS7C7MaWXd842","3EkGH0yreaWUFAXBil8rmH",57,0.958,0.495,5,-6.476,0.0673,0.0299,0.11,0.545,111.994
"ukraine","DVRST","other","Close Eyes","0XFgyr4jwM0MGeZZW0VzA5","3CLSHJv5aUROAN2vfOyCOh",81,0.784,0.572,0,-9.853,0.0573,0.0748,0.139,0.209,96.181
"ukraine","Violetta Sokolova","other","<U+0427><U+0435><U+0442><U+044B><U+0440><U+0435> <U+0442><U+0440><U+0438><U+0434><U+0446><U+0430><U+0442><U+044C>","7K2PBAFUE98RKu30clhIms","7E8brh6jjHSx44rF62jQKR",55,0.432,0.793,4,-3.432,0.0561,0.313,0.589,0.723,200.075
"ukraine","Elley Duhé","alt z","MIDDLE OF THE NIGHT","67MNhiAICFY6Pwc2YxCO0K","58HvfVOeJY7lUuCqF0m3ly",92,0.41,0.611,4,-8.271,0.0467,0.0228,0.116,0.0899,185.727
"ukraine","Wellboy","pop","<U+0412><U+0438><U+0448><U+043D>i","6l5IEx62Nsc2k1QyfaWvEz","1xHs6PLjlvqihewyitoP3A",54,0.893,0.628,4,-6.42,0.0492,0.144,0.14,0.635,107.99
"ukraine","Tom Odell","pop","Another Love","2txHhyCwHjUEpJjWrEyqyX","7jtQIBanIiJOMS6RyCx6jZ",54,0.442,0.538,4,-8.55,0.0451,0.717,0.09,0.139,122.758
"ukraine","Calvin Harris","pop","One Kiss (with Dua Lipa)","7CajNmpbOovFoOoasH2HaY","7ef4DlsgrMEH11cDZd32M6",83,0.791,0.862,9,-3.24,0.11,0.037,0.0814,0.592,123.994
"ukraine","rizza","russian drain","<U+043F><U+043B><U+0430><U+0447><U+044C>","3zgn9mSaWsqdpcKo94Z5oi","3yCKABoZU3FVFuyVBc5VlM",61,0.657,0.833,4,-3.544,0.231,0.3,0.124,0.55,157.438
"ukraine","Kordhell","other","Murder In My Mind","2W6WP4pHQTFlbr2z9S4n54","6qyS9qBy0mEk3qYaH8mPss",72,0.712,0.972,10,-0.514,0.112,0.00547,0.128,0.568,119.966
"ukraine","fem.love","russian drain","<U+0424><U+043E><U+0442><U+043E><U+0433><U+0440><U+0430><U+0444><U+0438><U+0440><U+0443><U+044E> <U+0437><U+0430><U+043A><U+0430><U+0442>","6PzEFDyksWekGikJc8M6Cr","1ghdJUMhmLEpUitNwyNMWH",61,0.413,0.902,6,-3.488,0.0649,0.000214,0.165,0.398,160.271
"ukraine","10AGE","hip hop","<U+0410><U+0443>","0iWCupAJreesWuLo9wkpXt","6RmlamfS2Supq8wARlY0QQ",60,0.717,0.431,10,-10.146,0.264,0.691,0.102,0.277,146.07
"ukraine","Khrystyna Soloviy","other","<U+0422><U+0440><U+0438><U+043C><U+0430><U+0439>","5lLVx3mMyUvZ9QKzM09CZa","4LKfJMumpW7HyBT05uXYUx",58,0.704,0.35,4,-7.413,0.0347,0.656,0.1,0.369,124.061
"ukraine","shadowraze","russian drain","adaptive strike","0TO6y1x0LQodwBnxGtQu9o","5jXocrsUwpKwWyI5BZLKFA",62,0.797,0.82,1,-6.646,0.0523,0.185,0.0982,0.394,102.477
"ukraine","Harry Styles","pop","As It Was","6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e",91,0.52,0.731,6,-5.338,0.0557,0.342,0.311,0.662,173.93
"ukraine","<U+041A><U+0410><U+041A><U+0410><U+042F> <U+0420><U+0410><U+0417><U+041D><U+0418><U+0426><U+0410>","russian drain","<U+0420><U+0430><U+0441><U+0441><U+0432><U+0435><U+0442>","1QljgLVnBEZge237LSpemA","0VGLb6IeeG5ZqonN5EavDu",59,0.551,0.827,5,-6.908,0.0643,0.00688,0.0707,0.18,99.97
